Marketing_Spend,Price,Sales,Month,Region,Product_Category,Channel
2995.59,47.61,603.82,4,South,Basic,Online
2298.21,115.01,0.0,9,South,Premium,Retail
2541.69,35.87,452.32,1,East,Basic,Retail
3622.61,46.94,682.79,2,South,Basic,Online
6457.29,24.36,1110.04,1,East,Basic,Online
1459.68,116.8,0.0,1,West,Premium,Retail
3023.82,42.16,375.03,12,West,Basic,Retail
3135.19,111.49,134.37,1,North,Premium,Retail
1940.86,114.76,0.0,3,West,Premium,Retail
6077.34,40.74,1009.39,11,South,Basic,Online
2150.41,110.06,133.05,4,North,Premium,Retail
4008.92,107.67,501.28,10,South,Premium,Online
4043.13,44.2,427.44,2,West,Basic,Retail
3539.27,47.16,730.96,1,South,Basic,Online
2733.78,46.22,604.63,5,South,Basic,Online
4885.23,26.51,1076.41,6,East,Basic,Online
2735.58,124.77,240.1,2,North,Premium,Online
2377.68,39.59,608.11,3,North,Basic,Online
3155.51,35.96,494.67,10,North,Basic,Retail
3750.25,115.32,154.08,3,North,Premium,Retail
3415.46,42.63,702.24,2,North,Basic,Online
3441.27,42.19,443.51,4,North,Basic,Retail
7195.33,127.03,360.18,5,East,Premium,Retail
7154.04,36.13,1413.15,8,North,Basic,Online
2899.25,115.21,232.83,6,South,Premium,Online
2493.26,44.03,306.62,9,West,Basic,Retail
2773.83,36.04,376.82,3,South,Basic,Retail
2134.14,43.22,486.48,10,East,Basic,Online
3530.39,34.42,470.4,9,North,Basic,Retail
2940.4,114.57,391.96,11,North,Premium,Online
5592.45,114.37,756.14,11,North,Premium,Online
7806.74,113.99,1038.78,4,North,Premium,Online
3903.62,39.51,804.71,8,North,Basic,Online
3258.11,120.61,70.59,10,North,Premium,Retail
3854.93,119.33,302.75,7,North,Premium,Retail
2714.11,34.29,736.0,7,North,Basic,Online
2124.61,118.11,155.05,9,South,Premium,Online
3145.77,32.6,412.81,10,North,Basic,Retail
2568.68,47.68,318.99,2,South,Basic,Retail
2280.25,128.01,0.0,5,South,Premium,Retail
3876.94,46.74,510.54,3,East,Basic,Retail
5095.71,46.15,1039.73,7,North,Basic,Online
6871.01,43.71,560.59,3,East,Basic,Retail
2051.28,113.15,102.88,5,East,Premium,Online
2731.56,32.76,586.13,5,North,Basic,Online
5391.41,33.93,977.47,2,West,Basic,Online
7569.66,37.19,1270.5,11,West,Basic,Online
1817.93,33.31,358.42,1,North,Basic,Retail
2837.18,113.62,129.62,12,North,Premium,Retail
3267.32,41.93,663.12,6,West,Basic,Online
5871.55,38.3,1079.4,1,East,Basic,Online
3077.25,39.38,806.88,9,North,Basic,Online
3030.19,130.37,265.23,10,North,Premium,Online
2149.71,39.84,414.71,5,South,Basic,Retail
2542.81,122.02,0.0,1,South,Premium,Retail
3757.5,43.13,442.55,12,East,Basic,Retail
7122.34,44.53,672.17,8,South,Basic,Retail
4679.34,124.17,206.63,1,South,Premium,Retail
1914.44,118.95,149.14,4,East,Premium,Online
3797.29,118.96,489.78,7,North,Premium,Online
3301.02,108.68,268.32,4,North,Premium,Online
3222.71,118.38,314.68,12,East,Premium,Online
3601.7,117.04,143.75,5,West,Premium,Retail
6857.58,121.91,989.88,7,South,Premium,Online
2384.71,38.05,620.61,4,South,Basic,Online
3288.6,54.46,598.78,5,North,Basic,Online
4579.42,35.86,586.91,7,South,Basic,Retail
4786.27,129.19,479.63,1,South,Premium,Online
2694.58,37.0,526.38,12,North,Basic,Retail
3318.61,123.65,140.5,3,North,Premium,Retail
2166.49,39.29,510.28,1,South,Basic,Online
5262.12,46.97,921.77,3,North,Basic,Online
2204.53,36.59,450.06,11,South,Basic,Retail
3439.93,40.78,737.6,2,North,Basic,Online
1955.31,40.52,329.01,5,South,Basic,Retail
2101.78,41.97,434.03,10,North,Basic,Online
2168.67,113.06,116.35,5,West,Premium,Online
2181.42,28.95,325.43,10,East,Basic,Retail
4469.78,42.3,653.98,9,East,Basic,Retail
2604.24,50.66,291.95,8,East,Basic,Retail
2501.35,117.94,0.0,3,South,Premium,Retail
1976.97,43.84,301.46,1,North,Basic,Retail
3664.4,32.6,522.65,5,South,Basic,Retail
5178.11,33.5,631.99,11,East,Basic,Retail
4433.24,39.44,757.8,3,East,Basic,Online
2523.21,117.45,211.32,5,South,Premium,Online
1984.33,125.59,0.0,9,North,Premium,Retail
2729.02,27.21,627.91,11,North,Basic,Online
4182.74,38.37,807.28,1,South,Basic,Online
2533.02,36.13,591.71,1,East,Basic,Online
4568.99,34.74,950.57,9,East,Basic,Online
2014.3,114.02,201.42,3,South,Premium,Online
3224.07,38.05,637.64,12,West,Basic,Online
2076.31,40.73,297.18,10,East,Basic,Retail
2371.32,38.24,679.94,5,North,Basic,Online
1491.41,110.98,167.69,9,North,Premium,Online
2277.19,104.43,363.66,11,North,Premium,Online
5434.3,123.12,634.73,5,North,Premium,Online
2835.94,29.24,691.35,12,North,Basic,Online
4569.62,34.25,546.29,12,North,Basic,Retail
3293.22,33.58,730.11,3,North,Basic,Online
2291.79,34.48,383.11,9,North,Basic,Retail
2926.31,35.68,678.96,12,West,Basic,Online
3981.76,36.06,944.28,7,North,Basic,Online
5044.9,32.86,1020.27,12,South,Basic,Online
2151.32,110.49,137.61,12,South,Premium,Online
2812.89,32.16,397.2,7,West,Basic,Retail
4019.24,49.98,497.92,8,North,Basic,Retail
4275.12,33.45,504.99,11,South,Basic,Retail
4417.24,37.36,822.3,5,West,Basic,Online
2581.43,37.52,518.68,2,West,Basic,Online
1884.94,30.93,605.06,11,West,Basic,Online
3212.71,46.26,322.73,9,North,Basic,Retail
3100.23,40.46,597.13,3,North,Basic,Online
5536.45,24.72,575.35,11,East,Basic,Retail
3067.69,33.13,692.11,2,West,Basic,Online
5381.68,36.04,912.7,10,East,Basic,Online
2459.03,42.31,577.44,10,East,Basic,Online
5649.88,45.04,1038.12,5,North,Basic,Online
3454.75,119.32,123.98,8,East,Premium,Retail
3947.23,46.99,807.58,3,North,Basic,Online
1412.49,43.87,396.2,6,South,Basic,Retail
4877.5,128.1,473.74,9,South,Premium,Online
2229.12,117.2,0.0,2,South,Premium,Retail
5162.71,115.62,629.27,8,North,Premium,Online
2308.6,121.07,40.76,10,North,Premium,Retail
5407.23,36.31,590.68,7,East,Basic,Retail
2963.69,43.91,326.15,3,North,Basic,Retail
3328.3,111.54,354.5,1,East,Premium,Online
7925.78,112.6,442.93,6,North,Premium,Retail
964.26,38.93,368.88,2,South,Basic,Online
2460.97,124.85,83.22,3,South,Premium,Online
3851.28,39.06,935.23,12,North,Basic,Online
2038.74,43.2,550.52,5,South,Basic,Online
3925.06,115.5,163.72,11,North,Premium,Retail
2262.08,119.72,302.09,8,North,Premium,Online
1563.29,115.91,233.63,2,West,Premium,Online
3722.85,127.28,137.3,6,South,Premium,Retail
1857.78,43.93,368.23,1,West,Basic,Online
4255.98,36.33,622.93,7,North,Basic,Retail
2379.73,113.44,271.34,4,East,Premium,Online
2136.77,38.94,443.68,1,East,Basic,Online
1997.58,43.6,417.23,9,East,Basic,Online
1577.72,35.14,265.6,9,South,Basic,Retail
2522.26,36.61,497.06,11,South,Basic,Retail
1690.98,44.53,188.34,3,South,Basic,Retail
3347.74,116.39,385.68,6,West,Premium,Online
1533.12,40.58,545.84,7,West,Basic,Online
1915.04,41.6,415.98,4,West,Basic,Online
7248.43,121.29,1075.9,6,North,Premium,Online
1769.03,39.59,441.12,9,East,Basic,Online
1701.92,119.38,35.98,10,West,Premium,Retail
7215.8,44.18,1402.15,6,North,Basic,Online
4056.27,105.03,605.29,7,North,Premium,Online
1483.06,44.3,302.1,6,East,Basic,Retail
4209.17,42.92,457.4,7,East,Basic,Retail
4779.68,125.06,428.22,1,West,Premium,Online
4086.75,120.42,549.28,6,North,Premium,Online
3060.54,32.03,749.23,12,East,Basic,Online
1493.44,118.1,169.71,9,North,Premium,Online
2716.6,31.59,603.71,11,North,Basic,Retail
1866.76,123.22,78.15,3,North,Premium,Online
2886.46,27.69,435.08,6,West,Basic,Retail
3699.04,31.99,482.67,4,East,Basic,Retail
1959.84,34.0,304.96,7,South,Basic,Retail
5087.73,31.22,1054.86,7,South,Basic,Online
1273.65,37.61,379.35,9,West,Basic,Online
2165.88,37.9,289.88,4,South,Basic,Retail
1434.02,43.26,331.57,8,West,Basic,Online
4057.32,29.84,866.17,8,South,Basic,Online
6207.39,36.57,1198.11,8,South,Basic,Online
3073.64,118.88,258.22,8,South,Premium,Online
3289.25,35.34,437.98,6,South,Basic,Retail
3137.0,109.5,395.84,8,East,Premium,Online
4382.96,121.06,606.82,6,South,Premium,Online
4710.76,41.99,847.41,10,North,Basic,Online
2786.45,107.2,325.26,2,West,Premium,Online
1906.2,37.86,331.95,3,South,Basic,Retail
3480.02,36.93,477.74,6,South,Basic,Retail
8015.19,48.1,1450.75,7,West,Basic,Online
3589.44,29.94,876.27,4,East,Basic,Online
1844.34,115.4,239.05,1,North,Premium,Online
5374.63,43.8,492.93,4,West,Basic,Retail
2727.23,38.61,687.33,6,East,Basic,Online
2149.43,125.35,88.91,8,South,Premium,Retail
6504.01,27.68,1238.99,12,North,Basic,Online
2109.79,33.56,369.52,4,East,Basic,Retail
3896.48,37.66,789.96,10,East,Basic,Online
2931.76,122.44,63.53,1,South,Premium,Retail
3417.63,117.62,273.1,5,West,Premium,Online
6166.64,43.06,646.77,7,East,Basic,Retail
3662.03,37.55,787.87,6,North,Basic,Online
3004.81,32.78,664.59,3,South,Basic,Online
2237.48,42.76,441.76,7,North,Basic,Retail
4359.17,110.1,430.64,4,East,Premium,Online
2935.99,35.16,440.69,5,North,Basic,Retail
5670.69,29.84,750.88,11,East,Basic,Retail
4644.08,118.5,699.43,7,East,Premium,Online
6110.27,117.21,848.46,2,West,Premium,Online
2794.42,33.62,663.64,4,South,Basic,Online
3116.53,35.31,725.29,4,West,Basic,Online
4262.11,37.47,894.16,6,North,Basic,Online
2120.22,40.58,343.43,12,West,Basic,Retail
1712.62,35.32,449.02,11,North,Basic,Online
4135.74,40.6,817.6,7,South,Basic,Online
1515.72,119.72,143.45,4,East,Premium,Online
4030.57,117.49,529.17,10,North,Premium,Online
5502.97,40.24,885.64,1,North,Basic,Online
2481.37,39.29,347.73,1,East,Basic,Retail
3026.61,127.37,1.61,5,East,Premium,Retail
3756.2,120.19,402.13,1,East,Premium,Online
3908.29,129.17,173.6,3,East,Premium,Retail
2831.24,45.41,517.12,9,South,Basic,Online
1553.57,39.01,249.12,3,North,Basic,Retail
1101.21,119.02,16.42,3,South,Premium,Retail
2289.91,111.71,47.28,9,North,Premium,Retail
1346.41,33.76,446.24,5,West,Basic,Online
4002.47,41.45,845.39,12,East,Basic,Online
4185.96,122.31,525.06,8,South,Premium,Online
1909.52,29.9,267.25,10,South,Basic,Retail
3908.29,124.05,475.2,9,West,Premium,Online
3633.66,43.17,546.91,12,North,Basic,Retail
2920.53,123.08,316.2,6,East,Premium,Online
2491.92,42.56,377.49,7,South,Basic,Retail
7223.63,41.69,1356.24,7,East,Basic,Online
1921.86,116.69,194.39,7,North,Premium,Online
2515.81,114.5,133.44,4,West,Premium,Online
3065.48,123.16,293.53,2,West,Premium,Online
2369.93,37.92,499.7,2,East,Basic,Online
2326.08,100.79,173.4,7,East,Premium,Retail
4608.58,42.24,831.69,10,West,Basic,Online
9861.93,34.04,1661.52,7,East,Basic,Online
2302.3,120.76,41.09,10,North,Premium,Retail
3980.22,47.33,737.71,7,East,Basic,Online
4179.97,50.51,512.96,8,East,Basic,Retail
1531.04,43.47,122.07,3,South,Basic,Retail
4061.15,40.99,846.48,11,East,Basic,Online
5590.13,121.25,687.91,5,West,Premium,Online
10351.16,43.14,1692.75,6,West,Basic,Online
1744.14,44.6,391.67,8,South,Basic,Retail
2762.14,112.37,288.7,8,North,Premium,Online
1888.6,33.6,314.67,10,West,Basic,Retail
1941.31,45.07,168.28,3,West,Basic,Retail
6728.27,38.21,1220.69,12,North,Basic,Online
2329.39,40.8,325.33,4,West,Basic,Retail
4548.54,37.63,562.76,6,West,Basic,Retail
3299.32,115.85,363.32,4,South,Premium,Online
2421.66,46.28,359.29,10,East,Basic,Retail
2960.55,35.76,302.46,4,South,Basic,Retail
1173.58,39.27,299.45,5,North,Basic,Online
2554.02,35.34,609.72,10,South,Basic,Online
3107.22,109.99,284.94,7,West,Premium,Online
2208.01,37.29,535.12,12,North,Basic,Online
4432.41,123.7,122.05,2,South,Premium,Retail
2650.22,33.99,607.95,2,South,Basic,Online
3609.22,34.26,502.76,12,South,Basic,Retail
4137.53,33.4,725.73,10,West,Basic,Online
2034.66,118.25,162.04,9,South,Premium,Online
2752.45,37.57,292.81,4,South,Basic,Retail
1220.88,29.39,302.41,5,East,Basic,Retail
3783.16,115.87,434.51,3,South,Premium,Online
2550.51,122.7,314.53,2,North,Premium,Online
2609.03,44.88,534.97,10,South,Basic,Online
6845.07,123.52,917.96,8,North,Premium,Online
7415.13,112.73,1112.99,4,North,Premium,Online
2703.42,31.34,550.79,12,South,Basic,Online
1651.61,36.76,389.86,1,South,Basic,Retail
4829.74,43.97,918.0,6,West,Basic,Online
4084.0,44.69,404.41,6,South,Basic,Retail
1492.55,120.01,0.0,2,East,Premium,Retail
3082.43,44.68,679.55,2,East,Basic,Online
3347.9,43.03,525.07,8,North,Basic,Retail
3861.62,103.48,664.59,11,East,Premium,Online
4552.17,38.27,591.98,7,North,Basic,Retail
5547.54,111.38,705.91,2,West,Premium,Online
2945.49,116.99,391.92,10,North,Premium,Online
5436.7,116.95,101.61,1,South,Premium,Retail
3908.84,101.19,578.42,11,North,Premium,Online
6045.76,36.32,659.24,8,West,Basic,Retail
2931.05,47.47,247.38,10,South,Basic,Retail
5077.87,36.93,947.68,2,East,Basic,Online
5006.14,46.93,904.65,5,North,Basic,Online
2730.11,39.48,642.41,6,East,Basic,Online
3154.04,38.86,521.51,10,North,Basic,Retail
1519.17,122.61,43.17,1,West,Premium,Retail
3123.02,105.92,393.13,2,North,Premium,Online
1954.61,49.4,506.06,10,North,Basic,Online
2443.88,44.78,416.53,4,North,Basic,Retail
3041.42,40.21,652.47,2,South,Basic,Online
2193.12,111.66,0.0,11,East,Premium,Retail
3379.38,120.27,163.58,6,North,Premium,Retail
3659.84,36.96,399.93,4,East,Basic,Retail
2405.89,35.1,653.66,11,South,Basic,Online
4415.19,37.13,808.17,3,South,Basic,Online
5666.49,113.2,769.58,6,South,Premium,Online
1927.92,37.27,488.66,9,South,Basic,Online
992.62,41.06,229.04,8,East,Basic,Retail
5342.06,119.34,615.85,2,North,Premium,Online
2396.56,127.05,0.0,3,North,Premium,Retail
2803.96,116.08,370.54,2,West,Premium,Online
6963.38,35.74,1261.46,10,West,Basic,Online
4525.83,111.44,603.0,7,South,Premium,Online
3299.3,42.21,478.2,9,North,Basic,Retail
3103.64,46.35,703.17,1,East,Basic,Online
3428.75,33.48,762.12,11,South,Basic,Online
2601.2,37.19,410.86,3,North,Basic,Retail
3862.14,43.44,796.19,6,North,Basic,Online
1459.28,112.39,207.16,4,East,Premium,Online
1987.92,47.14,460.97,10,East,Basic,Online
3188.18,117.23,442.57,10,North,Premium,Online
6693.11,41.88,747.27,1,North,Basic,Retail
1751.4,39.38,487.28,9,North,Basic,Online
3115.06,26.93,815.85,7,East,Basic,Online
3256.19,105.31,398.74,11,North,Premium,Online
4612.87,35.8,570.66,12,North,Basic,Retail
4103.58,119.51,577.59,7,East,Premium,Online
2531.14,42.97,396.69,12,North,Basic,Retail
5236.48,120.02,708.09,1,East,Premium,Online
2092.76,35.94,564.78,9,North,Basic,Online
2690.28,120.54,242.44,12,North,Premium,Retail
2505.34,37.01,647.97,12,North,Basic,Online
5032.61,126.4,227.8,8,East,Premium,Retail
3464.98,109.48,461.47,11,West,Premium,Online
2103.3,32.92,418.13,12,West,Basic,Retail
3617.14,122.8,301.6,10,South,Premium,Online
6551.45,41.68,689.29,12,East,Basic,Retail
1183.76,39.58,403.99,5,North,Basic,Online
4315.61,115.41,528.71,4,North,Premium,Online
6116.94,43.19,1085.22,1,West,Basic,Online
6584.9,44.07,1149.52,9,North,Basic,Online
3692.27,37.19,733.84,8,North,Basic,Online
3415.78,120.57,380.89,2,North,Premium,Online
3591.84,37.55,653.25,4,North,Basic,Online
2382.85,37.25,372.85,4,North,Basic,Retail
4879.2,122.16,156.43,7,East,Premium,Retail
1175.32,123.95,0.0,3,South,Premium,Retail
4588.35,120.14,540.2,8,West,Premium,Online
3422.39,104.99,529.02,11,West,Premium,Online
5891.21,111.98,773.7,7,South,Premium,Online
4409.86,38.45,557.17,10,North,Basic,Retail
3927.88,38.51,836.93,12,South,Basic,Online
2973.48,120.31,409.07,12,East,Premium,Online
4269.84,115.14,188.67,4,North,Premium,Retail
1755.89,117.03,211.53,9,East,Premium,Online
1904.38,39.19,350.78,6,South,Basic,Retail
2462.49,28.8,408.97,3,East,Basic,Retail
2958.5,36.31,631.09,7,South,Basic,Online
3750.29,111.75,579.68,6,North,Premium,Online
3088.77,115.63,479.95,8,West,Premium,Online
2518.51,47.52,322.25,5,East,Basic,Retail
8068.83,42.41,1427.04,6,North,Basic,Online
1364.12,120.87,0.0,1,West,Premium,Retail
3030.35,127.15,250.63,8,South,Premium,Online
4063.27,46.11,677.61,1,West,Basic,Online
3166.78,35.26,629.32,3,East,Basic,Online
1976.13,104.21,0.0,12,South,Premium,Retail
3145.25,106.22,422.67,2,North,Premium,Online
1715.52,35.6,336.28,6,North,Basic,Retail
5948.36,36.42,1178.03,8,South,Basic,Online
4150.08,46.78,906.83,8,East,Basic,Online
9098.83,46.01,914.51,7,North,Basic,Retail
2042.01,44.6,427.69,7,North,Basic,Retail
2625.61,36.73,584.72,8,West,Basic,Online
3028.04,38.28,529.71,5,West,Basic,Online
4379.82,117.96,44.21,3,South,Premium,Retail
2629.25,50.0,549.44,2,North,Basic,Online
2383.14,36.13,583.95,3,North,Basic,Online
3497.8,32.43,517.3,11,North,Basic,Retail
2617.49,37.69,633.0,11,West,Basic,Online
4052.15,34.48,894.26,3,North,Basic,Online
4072.5,39.37,946.89,12,East,Basic,Online
4629.02,121.45,281.1,7,North,Premium,Retail
3811.4,116.29,140.61,1,East,Premium,Retail
4640.05,115.91,591.44,7,East,Premium,Online
5952.14,113.46,708.06,6,West,Premium,Online
3549.36,110.06,469.07,11,North,Premium,Online
1397.41,39.26,277.49,10,North,Basic,Retail
2013.99,116.55,90.98,2,North,Premium,Online
2207.49,44.05,247.45,10,West,Basic,Retail
3383.56,42.51,735.13,1,West,Basic,Online
3314.35,41.17,393.2,9,East,Basic,Retail
2327.48,122.72,220.63,2,East,Premium,Online
3762.38,119.22,186.96,4,East,Premium,Retail
1151.53,113.23,93.06,9,North,Premium,Online
2191.76,39.93,495.66,9,West,Basic,Online
3820.14,37.43,520.45,12,South,Basic,Retail
4611.76,114.46,393.89,11,South,Premium,Retail
4160.71,116.31,480.04,1,South,Premium,Online
4067.68,127.95,123.2,2,North,Premium,Retail
3536.46,33.25,799.52,2,North,Basic,Online
3048.34,36.49,488.07,12,East,Basic,Retail
1404.86,116.05,106.65,2,North,Premium,Online
3528.78,37.63,778.28,8,East,Basic,Online
2465.45,123.17,295.68,8,North,Premium,Online
3905.15,36.93,815.09,10,South,Basic,Online
1826.62,117.46,0.0,12,North,Premium,Retail
3486.03,38.78,836.57,8,South,Basic,Online
2303.19,109.95,300.9,12,East,Premium,Online
3253.45,32.64,594.39,4,North,Basic,Online
3034.36,46.27,281.04,8,East,Basic,Retail
1698.06,46.71,456.13,7,South,Basic,Online
4594.19,111.48,504.73,8,East,Premium,Online
2018.1,128.08,24.74,1,West,Premium,Retail
3154.49,32.13,814.99,3,East,Basic,Online
2220.12,119.16,0.0,10,North,Premium,Retail
2448.35,39.49,364.08,6,North,Basic,Retail
4597.93,37.72,878.24,1,North,Basic,Online
4053.69,45.44,438.75,4,East,Basic,Retail
4138.96,123.74,162.71,9,North,Premium,Retail
2020.26,30.87,500.93,7,South,Basic,Online
5818.95,46.41,1117.85,1,East,Basic,Online
3940.18,120.67,202.04,12,South,Premium,Retail
6904.12,120.93,1004.97,6,East,Premium,Online
5886.71,38.25,680.27,6,North,Basic,Retail
4834.42,111.41,774.64,12,North,Premium,Online
2178.76,116.21,191.79,2,East,Premium,Online
2657.31,43.99,530.59,6,South,Basic,Online
2293.44,108.82,306.56,10,East,Premium,Online
2727.85,41.16,513.34,2,South,Basic,Online
2166.47,125.77,35.39,8,North,Premium,Retail
1339.11,38.77,242.96,7,West,Basic,Retail
1509.03,122.76,76.29,6,East,Premium,Retail
2510.21,31.21,341.39,10,East,Basic,Retail
2994.56,115.23,168.7,6,North,Premium,Retail
3918.41,41.14,833.51,9,East,Basic,Online
2232.44,42.26,264.73,9,South,Basic,Retail
5493.84,36.35,1074.82,10,North,Basic,Online
1759.54,121.53,0.0,10,West,Premium,Retail
3105.14,39.72,429.08,2,North,Basic,Retail
3594.29,30.2,735.04,3,West,Basic,Online
3031.43,38.06,694.31,10,South,Basic,Online
6519.66,121.15,898.71,7,North,Premium,Online
4736.78,41.04,935.72,11,South,Basic,Online
4028.13,116.42,559.63,10,West,Premium,Online
2948.84,38.58,602.33,12,East,Basic,Online
2540.07,40.05,585.57,9,West,Basic,Online
1203.49,40.11,411.85,12,East,Basic,Retail
3129.72,116.76,118.5,6,East,Premium,Retail
1563.94,35.68,241.67,11,West,Basic,Retail
7694.54,42.72,707.08,1,North,Basic,Retail
4280.83,36.97,865.07,11,South,Basic,Online
3453.48,42.17,869.73,7,North,Basic,Online
4065.38,39.59,399.19,11,West,Basic,Retail
1226.8,120.8,0.0,1,West,Premium,Retail
2618.99,40.65,516.14,5,North,Basic,Online
2178.6,37.17,294.87,9,East,Basic,Retail
3065.93,44.3,419.36,10,West,Basic,Retail
2176.68,31.14,466.53,11,North,Basic,Retail
1862.33,123.1,0.0,10,East,Premium,Retail
2947.96,39.85,666.58,9,West,Basic,Online
3555.59,116.42,131.14,1,North,Premium,Retail
3540.76,36.64,492.51,6,East,Basic,Retail
2175.54,118.65,213.25,3,North,Premium,Online
3039.78,36.43,453.58,12,West,Basic,Retail
2059.88,37.1,505.31,9,West,Basic,Online
2316.84,112.33,363.11,12,West,Premium,Online
3555.96,109.38,320.54,3,South,Premium,Online
3585.0,39.65,694.89,2,West,Basic,Online
3519.73,37.37,742.87,8,West,Basic,Online
3047.39,33.86,469.85,3,South,Basic,Retail
3964.46,115.95,387.82,5,West,Premium,Online
1373.31,30.76,484.85,12,North,Basic,Online
4733.38,123.39,607.96,6,East,Premium,Online
8294.27,40.12,1542.88,12,North,Basic,Online
2354.85,44.14,336.34,10,North,Basic,Retail
5344.65,42.56,538.64,10,North,Basic,Retail
2937.35,29.3,367.0,1,East,Basic,Retail
3170.07,34.11,388.18,7,South,Basic,Retail
4435.88,39.13,852.87,11,East,Basic,Online
1704.69,129.86,0.0,7,North,Premium,Retail
5137.18,41.88,474.33,5,South,Basic,Retail
2366.22,124.41,308.17,9,South,Premium,Online
1877.67,32.34,401.17,11,East,Basic,Retail
1904.38,116.88,0.0,2,South,Premium,Retail
2575.3,123.35,36.66,5,East,Premium,Retail
4660.6,113.68,457.57,2,West,Premium,Online
2463.63,111.92,115.11,2,East,Premium,Retail
3575.57,40.25,776.16,12,North,Basic,Online
3601.08,102.44,602.45,11,North,Premium,Online
1523.02,108.11,111.89,9,West,Premium,Online
3259.47,44.89,758.32,7,North,Basic,Online
2149.6,41.67,487.5,4,West,Basic,Online
4183.33,38.27,694.69,11,South,Basic,Online
1334.49,43.8,309.82,8,West,Basic,Retail
2639.39,40.37,347.46,11,East,Basic,Retail
5218.91,38.26,582.21,11,West,Basic,Retail
3574.94,31.91,769.04,4,South,Basic,Online
4755.31,112.28,674.55,1,East,Premium,Online
2562.61,42.33,448.52,12,South,Basic,Retail
